"programme","gender","ht"
"Prep","F",58.0427959950996
"Core","F",66.3301877420128
"Core","F",57.2384613247049
"Core","F",63.1907204245416
"Core","F",60.611570789776
"Core","F",60.6380649741075
"Core","F",63.2537047105918
"Pre-prep","F",53.8161720481624
"Pre-prep","F",66.1774514529394
"Core","F",65.2728644013152
"Core","F",63.6730946714757
"Prep","F",69.0140367568289
"Core","F",62.3631551550249
"Core","F",58.4145048563218
"Core","F",54.1597144785151
"Pre-prep","F",65.3421499231328
"Pre-prep","F",66.8376685978005
"Core","F",57.7482795943037
"Core","F",66.0012586837863
"Core","F",61.925287188953
"Core","F",52.5932009123868
"Core","F",69.0606794919486
"Core","F",61.3412591738166
"Core","F",64.2318084226515
"Core","F",57.9676955495599
"Core","F",65.6674682002002
"Core","F",60.8325497529773
"Pre-prep","F",57.9260396012744
"Pre-prep","F",52.1201535197723
"Pre-prep","F",50.8333351120415
"Core","F",57.0394126087692
"Pre-prep","F",60.351466368551
"Prep","F",53.2887881487602
"Core","F",59.0995555587231
"Core","F",63.912320941023
"Pre-prep","F",65.1885397462206
"Prep","F",63.8104785681984
"Pre-prep","F",59.0892139401614
"Core","F",54.5356818540962
"Core","F",63.6286097079781
"Core","F",57.2308811386121
"Prep","F",65.7066027252132
"Core","F",64.6936744625171
"Pre-prep","F",68.8139364525852
"Core","F",63.9682764229665
"Core","F",58.2656429193014
"Core","F",54.1246578214027
"Core","F",59.4759065342892
"Pre-prep","F",54.1916050458486
"Pre-prep","F",54.2276739845094
"Pre-prep","F",49.8025404853045
"Core","F",55.3653113026514
"Prep","F",66.2575494908229
"Prep","F",54.4138966408691
"Pre-prep","F",60.5780187700089
"Core","F",64.6072441338239
"Prep","F",58.0384693795813
"Core","F",64.2790164426592
"Core","F",62.8578236627052
"Core","F",54.2603748332401
"Core","F",70.1129780370779
"Core","F",60.3338708726681
"Pre-prep","F",65.3355670589227
"Pre-prep","F",62.9916750960678
"Core","F",57.5910103937336
"Prep","F",65.4543696136622
"Prep","F",55.2805684881377
"Core","F",56.6010483542346
"Core","F",60.4965323372569
"Core","F",64.14208441355
"Prep","F",54.1519788611322
"Prep","F",55.5642314242968
"Prep","F",61.009985592516
"Pre-prep","F",59.1986037467793
"Pre-prep","F",62.3292423968642
"Prep","F",59.5853072108095
"Core","F",59.7251167418093
"Pre-prep","F",66.897590739215
"Core","F",62.5744406958245
"Core","F",54.072009424411
"Core","F",48.2092354101673
"Core","F",54.8534641867616
"Core","F",67.548986164121
"Pre-prep","F",58.2482571872158
"Core","F",60.4545729542314
"Prep","F",48.4880342252393
"Core","F",65.2958763674601
"Pre-prep","F",63.5446310618005
"Pre-prep","F",53.6251117448815
"Prep","F",51.7217264976637
"Pre-prep","F",58.4057220172658
"Prep","F",59.3039823927618
"Prep","F",55.3470230772387
"Core","F",56.0289467174136
"Prep","F",58.0890566455246
"Core","F",58.9728391235268
"Pre-prep","F",67.4549784797578
"Pre-prep","F",58.8386283350224
"Pre-prep","F",63.6421447209655
"Pre-prep","F",58.4169711678266
"Prep","F",57.4380020059333
"Pre-prep","F",55.9870369651209
"Prep","F",57.1081257791649
"Prep","F",62.1598131743614
"Core","F",52.6310759140042
"Pre-prep","F",65.2613264661782
"Prep","F",67.8917550911095
"Pre-prep","F",56.3235004512475
"Pre-prep","F",62.3283592399417
"Pre-prep","F",56.6357967219591
"Core","F",65.05098093248
"Pre-prep","F",54.5791494462762
"Prep","F",65.1100159898103
"Core","F",63.7798648737886
"Pre-prep","F",62.9060299282322
"Core","F",57.3401885146166
"Core","F",51.4760964268685
"Core","F",61.1283907831979
"Core","F",60.6873756965091
"Core","F",63.987646280796
"Pre-prep","F",59.3389910011591
"Prep","F",60.0123218357842
"Core","F",58.998110037229
"Prep","F",62.5211835405935
"Core","F",57.6575824662345
"Pre-prep","F",54.9722072155379
"Pre-prep","F",60.8820465561019
"Pre-prep","F",50.2245101274485
"Pre-prep","F",64.3487658715323
"Pre-prep","F",60.1200980265842
"Core","F",61.8423906822787
"Core","F",65.4780731590337
"Pre-prep","F",74.9640590941689
"Prep","F",53.9755984731109
"Prep","F",50.468714031747
"Pre-prep","F",62.8799463237629
"Core","F",59.4247453726633
"Pre-prep","F",60.2264070347392
"Pre-prep","F",48.6977158437585
"Core","F",60.3728659741795
"Pre-prep","F",67.6284953421004
"Prep","F",50.1223117827568
"Core","F",58.2915948993048
"Core","F",60.3708239281314
"Pre-prep","F",53.4219291284431
"Core","F",59.0939807584243
"Core","F",59.102876572947
"Core","F",64.4102621759404
"Core","F",65.1258799148495
"Core","F",55.4096513858179
"Pre-prep","F",57.7041885597777
"Core","F",56.5333374734425
"Prep","F",62.3166400037523
"Prep","F",58.3361804237438
"Core","F",49.9024254523683
"Core","F",55.8661717209385
"Core","F",50.2890276046656
"Pre-prep","F",68.1459363020901
"Pre-prep","F",52.2552559319873
"Prep","F",62.0070727649546
"Core","F",66.7503019379366
"Core","F",61.9652314306891
"Prep","F",66.2759722719973
"Core","F",68.9123112761154
"Core","F",57.560034850936
"Core","F",59.049818591431
"Pre-prep","F",57.6433895470581
"Pre-prep","F",63.028115598186
"Pre-prep","F",60.962650891839
"Prep","F",67.403385701098
"Core","F",58.0303342217604
"Prep","F",61.4427610887262
"Core","F",55.503918657255
"Core","F",55.5496052690534
"Core","F",63.8224533307629
"Core","F",65.3957116849088
"Pre-prep","F",60.3631830645026
"Core","F",69.3538504631784
"Core","F",62.9083635112527
"Core","F",65.9760273112569
"Core","F",60.7958119850995
"Core","F",70.4904773622741
"Pre-prep","F",54.9562648182962
"Core","F",51.6922110990605
"Core","F",61.832503108605
"Prep","F",55.4039148318127
"Pre-prep","F",63.0298077855086
"Core","F",66.6109126217708
"Prep","F",65.7518551490598
"Prep","F",57.1171296959452
"Core","F",63.9283385302549
"Core","F",67.8335995291628
"Core","F",52.179517709421
"Pre-prep","F",51.6504738922517
"Pre-prep","F",65.1561795081373
"Core","F",71.9418633795878
"Core","F",59.7609573866305
"Prep","F",51.3631900533493
"Pre-prep","F",63.0125451442854
"Core","F",61.0737647827501
"Pre-prep","F",58.645875390296
"Core","F",64.1437880704518
"Prep","F",62.8038630060748
"Prep","F",56.4506364793204
"Prep","F",68.8456623546806
"Core","F",59.8158424917035
"Core","F",60.7385646217755
"Core","F",64.5781351062052
"Core","F",55.3029911545287
"Core","F",67.8471102894922
"Prep","F",65.5236969740377
"Prep","F",64.8838422533151
"Core","F",56.3388142036671
"Pre-prep","F",70.1591902945881
"Pre-prep","F",61.5982515939856
"Core","F",62.3448600930595
"Prep","F",64.6305139997942
"Core","F",59.2625990948256
"Pre-prep","F",65.5221356217318
"Core","F",72.8175359522951
"Core","F",63.4528122498069
"Prep","F",58.5494111749276
"Core","F",67.1006085767287
"Core","F",53.98135398191
"Core","F",63.3626288649101
"Core","F",62.5167548475582
"Prep","F",60.5284791144854
"Core","F",57.6172055652309
"Pre-prep","F",66.9012738364449
"Pre-prep","F",66.0170878455868
"Pre-prep","F",54.3738281509651
"Core","F",61.9837013913148
"Pre-prep","F",53.6427243859782
"Prep","F",65.6198251099738
"Core","F",58.6953733638049
"Core","F",67.0250213799031
"Pre-prep","F",56.1901167201865
"Core","F",56.378387347251
"Prep","F",59.1227786151575
"Core","F",53.7016818253696
"Pre-prep","F",48.8467016763055
"Core","F",58.7809413673341
"Pre-prep","F",60.9309416050267
"Prep","F",67.7573504672339
"Pre-prep","F",59.7601460798575
"Core","F",61.4101501699783
"Pre-prep","F",55.1796356006699
"Pre-prep","F",47.7932492254268
"Core","F",63.3986354004491
"Prep","F",63.652591513956
"Core","F",55.7987464629436
"Core","F",58.2940907441674
"Pre-prep","F",62.9504274386821
"Core","F",57.3273995434719
"Prep","F",67.124275782109
"Pre-prep","F",65.0947707917355
"Core","F",59.109232222074
"Core","F",64.7801220041631
"Core","F",54.3712865029514
"Core","F",62.7591778998111
"Pre-prep","F",65.9400581031678
"Core","F",55.9804215975879
"Pre-prep","F",58.4722956120274
"Core","F",64.2218233066553
"Pre-prep","F",61.0113334347213
"Core","F",62.0975572614333
"Prep","F",58.9791467863429
"Core","F",61.2745803905662
"Core","F",54.2471467495955
"Core","F",56.8650945004422
"Prep","F",53.3513565313586
"Core","F",61.2970010601482
"Pre-prep","F",64.4782383111473
"Core","F",60.343935062282
"Core","F",58.1733669830407
"Core","F",60.5641598383921
"Core","F",50.7082035096978
"Pre-prep","F",64.0947629610162
"Pre-prep","F",57.9064444701913
"Pre-prep","F",61.3289710723946
"Pre-prep","F",71.110301031607
"Core","F",53.8900384635439
"Core","F",57.5202326184602
"Core","F",59.0645283679238
"Pre-prep","F",67.0524722371594
"Prep","F",65.0289201903878
"Core","F",59.4385338029529
"Prep","F",62.2048588872287
"Prep","F",62.3068785864744
"Pre-prep","F",61.4594524964691
"Core","F",55.9119138121725
"Core","F",55.9079773752351
"Core","F",60.4893068244554
"Core","F",64.0527600235102
"Core","F",64.2608483454089
"Core","F",59.114261455161
"Pre-prep","F",60.3806330439422
"Core","F",52.3824261978338
"Prep","F",59.1679303768073
"Core","F",58.746055433861
"Core","F",55.1879250154986
"Pre-prep","F",61.1327384141022
"Core","F",52.7176104591266
"Pre-prep","F",65.8968822398406
"Core","F",63.0800524394383
"Core","F",55.6685563562426
"Core","F",56.4771719887923
"Pre-prep","F",66.0995944709872
"Prep","F",56.0177811566128
"Core","F",52.1785147951096
"Prep","F",71.5152796826116
"Core","F",56.9123099873131
"Core","F",60.7718465593528
"Pre-prep","F",62.022143214272
"Core","F",60.3781292649192
"Pre-prep","F",51.8712266073288
"Core","F",63.5212216794687
"Pre-prep","F",63.8974915623449
"Prep","F",58.409148033218
"Core","F",69.1371854178266
"Prep","F",51.802627725194
"Core","F",61.6350880809526
"Core","F",57.9272293645638
"Prep","F",58.9273914849423
"Core","F",62.3173015538218
"Pre-prep","F",52.404784105585
"Core","F",58.3548088359876
"Core","F",66.3119926987415
"Core","F",67.9987434346969
"Core","F",53.6543263773942
"Pre-prep","F",66.8963979725766
"Prep","F",67.0903609156273
"Core","F",60.1255505283025
"Prep","F",58.2928886675255
"Prep","F",62.0844683559801
"Pre-prep","F",57.8263903690109
"Core","F",58.3262517595968
"Pre-prep","F",62.5792018942133
"Core","F",64.0881610492698
"Prep","F",63.4726477488243
"Prep","F",54.9477536201249
"Core","F",49.87886862024
"Pre-prep","F",56.8051987057444
"Core","F",62.4193994747713
"Prep","F",54.3188675482234
"Core","F",62.7696100259447
"Core","F",56.8119694303797
"Core","F",64.0370131071415
"Pre-prep","F",62.6242704880947
"Prep","F",62.6129864715624
"Core","F",61.8146633444403
"Core","F",70.611267980198
"Core","F",60.7245288226613
"Core","F",58.0645828865254
"Pre-prep","F",55.9297565846022
"Prep","F",56.6162362618093
"Core","F",64.8469430348585
"Pre-prep","F",58.0917404678475
"Pre-prep","F",58.3156614628889
"Core","F",60.4690535570516
"Core","F",55.155208103164
"Core","F",59.8251116227185
"Pre-prep","F",64.7261548891122
"Core","F",70.5789558011557
"Core","F",65.2107340470986
"Prep","F",68.010567616545
"Core","F",60.7502285758235
"Core","F",64.1240116218376
"Core","F",58.1299423985577
"Prep","F",59.2216911409714
"Pre-prep","F",60.2884739460755
"Prep","F",63.0103984429228
"Core","F",50.2779571979885
"Core","F",44.3138465184078
"Core","F",59.9901318717836
"Prep","F",60.3963523709164
"Prep","F",58.6056969689911
"Pre-prep","F",59.3712393600812
"Core","F",59.1104155173285
"Core","F",62.0349211204745
"Core","F",56.8535397140928
"Core","F",49.4907331103608
"Prep","F",70.2025456384281
"Core","F",59.8231670112112
"Pre-prep","F",60.8680090606696
"Core","F",65.2380069961144
"Core","F",51.7979919614417
"Pre-prep","F",56.151891868697
"Prep","F",65.7894582313594
"Core","F",52.4669257706173
"Prep","F",63.3084361813665
"Pre-prep","F",61.0154206439623
"Prep","F",60.1701972329595
"Pre-prep","F",56.9475457766056
"Core","F",55.9747754551694
"Core","F",56.0359944079529
"Core","F",56.6817715086396
"Prep","F",59.0735584834261
"Prep","F",61.3009319991302
"Prep","F",68.4328456218207
"Core","F",67.059911163116
"Prep","F",60.5711321223036
"Core","F",62.207462428726
"Core","F",58.4603044600337
"Core","F",58.188759609392
"Core","F",52.1203755459183
"Core","F",59.6237352329822
"Core","F",64.3622859518093
"Prep","F",55.3892704634334
"Core","F",62.5557863253319
"Core","F",67.1980465195461
"Core","F",58.5126053619537
"Prep","F",56.1180600109688
"Core","F",59.4286867772537
"Core","F",54.204526087527
"Prep","F",58.2431064399479
"Core","F",60.2968247397267
"Core","F",51.2784918625498
"Core","F",60.610314567248
"Prep","F",57.8580934948097
"Core","F",56.8347281447944
"Prep","F",59.651657735376
"Prep","F",65.1404571249107
"Prep","F",53.214569639068
"Core","F",50.7752370752376
"Prep","F",70.9970121129268
"Core","F",58.8585165550986
"Core","F",58.5958881265078
"Core","F",67.4554071903015
"Prep","F",62.9061501899131
"Pre-prep","F",70.076325316782
"Core","F",59.9875857979705
"Core","F",61.5858986398482
"Core","F",65.4027239637886
"Prep","F",65.6465018754477
"Prep","F",58.6669077375754
"Prep","F",60.3907602227688
"Prep","F",63.1495994968373
"Pre-prep","F",58.805782386269
"Core","F",65.4572289682154
"Pre-prep","F",56.3490450150718
"Core","F",57.8349310832868
"Pre-prep","F",63.1266259785799
"Core","F",61.3748033225383
"Core","F",55.4583051151816
"Core","F",63.9192459976615
"Core","F",56.5672219243011
"Prep","F",62.4399881404408
"Core","F",58.9856569374424
"Prep","F",58.2642049654719
"Core","F",55.9670995930004
"Prep","F",61.4537454523355
"Pre-prep","F",57.0674271412805
"Core","F",58.4528285423221
"Pre-prep","F",55.3496841469306
"Core","F",65.0736574524012
"Core","F",55.4418274154032
"Core","F",55.2729680664354
"Prep","F",52.2303907411387
"Core","F",57.0731323223836
"Core","F",60.3630567844799
"Pre-prep","F",56.8872189326725
"Core","F",74.1695781135307
"Prep","F",62.1121347113539
"Core","F",58.4310628736675
"Core","F",63.0900531442831
"Prep","F",60.0350903896372
"Prep","F",51.6534221078285
"Prep","F",50.2804297061716
"Prep","F",56.9617803794469
"Prep","F",64.7161783612176
"Core","F",58.7034975862681
"Core","F",61.1553557953561
"Pre-prep","F",59.6495916561762
"Core","F",61.8379190132273
"Core","F",60.1612197535076
"Pre-prep","F",65.8313024767153
"Prep","F",61.4750951083402
"Pre-prep","F",63.1685238633264
"Pre-prep","F",62.3664489890319
"Pre-prep","F",62.4796323152945
"Core","F",71.5503271983346
"Prep","F",64.7046398239153
"Prep","F",54.8142076585874
"Prep","F",68.9848572303363
"Core","F",53.6899441426299
"Pre-prep","F",69.8280698152439
"Core","F",59.1103528782754
"Prep","F",60.1306307791451
"Prep","F",59.4834458251052
"Pre-prep","F",62.6346560592636
"Pre-prep","F",55.1068021145928
"Prep","F",63.2001343153026
"Pre-prep","F",63.3624472845046
"Prep","F",66.5146463483402
"Core","F",61.4725060755309
"Core","F",65.7089911856135
"Core","F",59.4499458133891
"Pre-prep","F",63.8397254215638
"Prep","F",57.2641082584462
"Core","F",67.6656375962766
"Pre-prep","F",52.8868104828032
"Prep","F",62.2333375531561
"Pre-prep","F",55.5464872532809
"Core","F",59.8618180847444
"Pre-prep","F",63.501238274514
"Prep","F",57.1303136057455
"Pre-prep","F",63.7199192105357
"Core","F",52.7541120300789
"Prep","F",64.4763811164032
"Core","F",64.6724428357894
"Core","F",53.3326813882463
"Prep","F",65.4465284279868
"Pre-prep","F",63.8326353648654
"Core","F",61.339613416306
"Prep","F",67.7354611672696
"Core","F",50.0498363221575
"Prep","F",73.1695155666421
"Pre-prep","F",62.306777878177
"Pre-prep","F",59.6639900443199
"Prep","F",61.2464747962394
"Core","F",59.8234903555435
"Core","F",57.6772536309568
"Prep","F",60.6992141906859
"Prep","F",58.8385221336573
"Core","F",61.7872598112682
"Pre-prep","F",60.1217182627174
"Core","F",57.5281055155882
"Prep","F",55.9366977451455
"Core","F",55.4799798749301
"Core","F",65.6990033422864
"Prep","F",60.4790923752385
"Pre-prep","F",55.8160570346448
"Prep","F",59.0089496597315
"Pre-prep","F",66.0401446060692
"Prep","F",57.369029725109
"Pre-prep","F",56.4209373895386
"Pre-prep","F",64.9391474232114
"Core","F",60.0837857255566
"Prep","F",57.0837314720817
"Prep","F",66.2595608804494
"Core","F",57.1776698249254
"Pre-prep","F",58.1882848497758
"Pre-prep","F",61.8181353624083
"Core","F",65.4676398799487
"Pre-prep","F",63.9963598233738
"Core","F",57.8358682127201
"Core","F",53.058530223027
"Core","F",45.5868486544691
"Core","F",69.7280980052471
"Core","F",61.4657314241495
"Core","F",56.6384854854411
"Core","F",56.6161137382012
"Pre-prep","F",66.2088710259168
"Prep","F",58.7115829806544
"Core","F",62.4658162254338
"Pre-prep","F",58.4526718656957
"Core","F",61.1859248806414
"Core","F",63.8449873289014
"Core","F",66.1536359795286
"Core","F",57.4919122353867
"Core","F",66.9649670137125
"Core","F",54.4570510460491
"Core","F",49.3337579679008
"Prep","F",61.8649515022845
"Core","F",57.7559854045843
"Pre-prep","F",69.0483759448722
"Core","F",55.8458690364816
"Prep","F",57.7237321746279
"Pre-prep","F",60.5625632722041
"Prep","F",51.7504469650243
"Core","F",59.8996936912009
"Pre-prep","F",52.1005050933242
"Prep","F",61.7028569737854
"Core","F",66.5582676896277
"Core","F",69.3786894762296
"Core","F",60.8751472279155
"Pre-prep","F",73.0629307914135
"Core","F",59.367703815888
"Prep","F",53.1452199649869
"Prep","F",58.2735628621228
"Prep","F",56.557014250033
"Core","F",68.2804863617714
"Core","F",63.0577712452293
"Core","F",48.3957599078211
"Prep","F",56.1950761644416
"Prep","F",65.2817085310297
"Core","F",59.2463116290187
"Core","F",57.2983267524345
"Core","F",65.4285050796314
"Prep","F",57.6779179744411
"Core","F",57.1426986338404
"Core","F",51.9834789642123
"Core","F",59.7495975426103
"Pre-prep","F",55.1023619666251
"Prep","F",54.2750642506382
"Pre-prep","F",48.4592953733425
"Pre-prep","F",54.8734589420462
"Core","F",52.0723858076705
"Core","F",60.9536732133912
"Pre-prep","F",67.4756489351861
"Pre-prep","F",54.2437319367638
"Pre-prep","F",57.9496880168595
"Core","F",62.6691244405673
"Pre-prep","F",57.9325992578225
"Core","F",59.1018007200172
"Prep","F",61.8590460888778
"Prep","F",61.1693808440236
"Pre-prep","F",63.4921794140797
"Prep","F",53.009129995943
"Pre-prep","F",61.5014988263125
"Pre-prep","F",59.5385421571028
"Prep","F",63.200039843062
"Pre-prep","F",66.2418476601516
"Core","F",69.0788293632565
"Prep","F",60.9234238908045
"Core","F",55.433560150544
"Prep","F",57.4400842111073
"Pre-prep","F",62.1372678203867
"Core","F",63.6347191413534
"Prep","F",67.1641339765139
"Pre-prep","F",61.0408380783917
"Prep","F",61.7074007092608
"Prep","F",61.9416886645139
"Pre-prep","F",60.4395802640197
"Core","F",50.5712745243443
"Core","F",52.1761364956803
"Core","F",61.1850696317523
"Core","F",60.6591976193493
"Core","F",56.570053646305
"Prep","F",55.0959636210375
"Core","F",62.4413137649962
"Prep","F",53.8230983091914
"Prep","F",58.6136907066261
"Prep","F",61.5231510515884
"Prep","F",60.9074184727694
"Core","F",57.7200733887641
"Core","F",58.0509667399617
"Prep","F",71.582941892303
"Core","F",61.0555767313486
"Core","F",54.1886336524854
"Core","F",56.9732869943628
"Core","F",69.4310950132923
"Core","F",58.1635752528936
"Pre-prep","F",61.8813557350935
"Prep","F",60.6409149109138
"Core","F",54.9437335758158
"Prep","F",59.7976122228675
"Prep","F",61.2634219331113
"Pre-prep","F",54.03841136817
"Pre-prep","F",60.8855371464228
"Prep","F",62.9007710386636
"Prep","F",59.7130783659628
"Core","F",55.4269954785812
"Core","F",63.5636082294379
"Pre-prep","F",48.6848529744683
"Pre-prep","F",62.7982115197065
"Core","F",66.7124130904757
"Core","F",56.2080875196745
"Core","F",61.2661578175705
"Pre-prep","F",59.8346888376393
"Core","F",61.5606527018496
"Core","F",65.3453124327709
"Core","F",60.4418334221893
"Pre-prep","F",62.1700757717333
"Core","F",58.1107301671098
"Pre-prep","F",58.0667691282799
"Core","F",60.7746752889683
"Prep","F",65.2175918691152
"Core","F",59.128376600468
"Pre-prep","F",57.126255572153
"Prep","F",63.525127674434
"Pre-prep","F",62.131768272701
"Core","F",59.5762534393503
"Prep","F",64.7091532930747
"Core","F",50.9041053905858
"Prep","F",57.2635441706027
"Core","F",64.5898714133436
"Core","F",59.146473754985
"Core","F",59.5699219885668
"Pre-prep","F",67.0485387225519
"Core","F",57.2146253321807
"Core","F",68.0590219877709
"Prep","F",69.2640586783562
"Core","F",60.7945271802351
"Core","F",58.9531390972539
"Core","F",62.6037979308245
"Core","F",57.7432167891221
"Core","F",58.1320359980812
"Core","F",63.7868434117716
"Pre-prep","F",56.0203013268134
"Core","F",61.3281002471233
"Core","F",56.5333170613043
"Core","F",56.7630785768258
"Pre-prep","F",57.3658546106141
"Pre-prep","F",63.262174829506
"Pre-prep","F",64.1706316605663
"Prep","F",56.2181281319801
"Pre-prep","F",66.8950172500295
"Core","F",73.176598341232
"Core","F",67.8243189583301
"Core","F",53.341236874748
"Prep","F",52.3581158444746
"Pre-prep","F",62.101053363728
"Core","F",64.6169911709498
"Prep","F",49.8828553640628
"Core","F",64.9297597136389
"Core","F",58.8097751762011
"Prep","F",58.0852378919694
"Core","F",60.0734174810582
"Core","F",65.1850387184021
"Pre-prep","F",51.6787814650023
"Pre-prep","F",60.520561127473
"Prep","F",54.8123108443431
"Prep","F",62.8556290098925
"Core","F",58.5774820437518
"Core","F",64.4567079868368
"Core","F",58.0132175523269
"Pre-prep","F",50.4695622863765
"Prep","F",52.492935534633
"Pre-prep","F",57.1573117832283
"Core","F",58.0087207769513
"Pre-prep","F",60.5065533745494
"Prep","F",60.8601378489561
"Core","F",62.7588557509755
"Pre-prep","F",54.9603942104992
"Prep","F",62.4934843910796
"Prep","F",70.3123868127045
"Core","F",57.4051961931531
"Core","F",59.3071501319794
"Pre-prep","F",59.4757460673431
"Pre-prep","F",62.2863795927374
"Pre-prep","F",56.9566264416054
"Core","F",54.0281234231598
"Core","F",55.9810546924253
"Prep","F",57.6295272933645
"Core","F",54.5824285253014
"Pre-prep","F",60.9294704657328
"Core","F",59.9841356931031
"Core","F",59.8176715151781
"Prep","F",54.1081799106306
"Pre-prep","F",67.1136013590882
"Pre-prep","F",65.2665295863788
"Core","F",70.3611971449477
"Core","F",51.6459517114639
"Prep","F",58.9040606749323
"Pre-prep","F",57.7417019730214
"Core","F",64.098313059693
"Core","F",50.6285817323435
"Prep","F",53.445206874411
"Core","F",64.0748289651806
"Prep","F",65.0702269738911
"Core","F",59.7763713625991
"Prep","F",63.2181410181562
"Prep","F",67.1484018327247
"Pre-prep","F",53.4143026938982
"Pre-prep","F",56.4059294927555
"Prep","F",69.2585082462375
"Prep","F",52.6891977300987
"Core","F",51.815534282814
"Prep","F",62.932179274922
"Core","F",57.4741375454759
"Pre-prep","F",44.8525205017449
"Core","F",64.9821027443094
"Core","F",66.8603436286536
"Prep","F",59.2292401075865
"Core","F",61.8748759235684
"Core","F",52.7439438337904
"Prep","F",62.5909031733856
"Core","F",54.2497085633635
"Pre-prep","F",55.1792890763754
"Core","F",56.1356464538528
"Pre-prep","F",61.4870174495589
"Core","F",59.3263119107636
"Core","F",61.9237149728775
"Prep","F",55.0611719896377
"Prep","F",49.7706216155751
"Prep","F",64.018669189024
"Core","F",63.7074893176677
"Prep","F",63.5392071405262
"Pre-prep","F",63.1970916563448
"Core","F",62.0669954846074
"Pre-prep","F",57.8007605514745
"Pre-prep","F",61.2505658407096
"Pre-prep","F",61.3372837636947
"Prep","F",65.8551730337897
"Core","F",62.6879471224358
"Core","F",63.4130594975662
"Core","F",59.7294276782037
"Core","F",63.2123751421488
"Prep","F",51.0085942320009
"Core","F",61.3145154211942
"Core","F",59.4651906438137
"Pre-prep","F",58.2737743239076
"Prep","F",60.3597734869863
"Core","F",56.5075076852907
"Pre-prep","F",52.5911395530992
"Core","F",59.0218234965211
"Pre-prep","F",62.7024191374858
"Pre-prep","F",61.7506310403218
"Core","F",54.768211956901
"Core","F",62.6677382407487
"Prep","F",64.5322674968718
"Prep","F",53.8627007612661
"Pre-prep","F",63.2316374456739
"Pre-prep","F",59.9184107650722
"Core","F",59.4495165323022
"Pre-prep","F",59.295791611007
"Core","F",60.8537478592173
"Core","F",63.6152616560917
"Core","F",55.857826035684
"Core","F",55.0702892970889
"Core","F",55.7589672399029
"Prep","F",61.2366077286295
"Pre-prep","F",50.4537033570674
"Core","F",51.8011852899553
"Pre-prep","F",60.9622183820071
"Core","F",72.3462845176232
"Pre-prep","F",66.0505056987142
"Core","F",61.3738560939554
"Core","F",65.4209767810166
"Core","F",65.4704015833972
"Core","F",66.7049562462681
"Core","F",55.3621360440771
"Pre-prep","F",57.9281192752659
"Prep","F",61.9428186717315
"Core","F",59.4374705726838
"Pre-prep","F",54.0449953366979
"Core","F",61.1994253150034
"Pre-prep","F",56.5259026197884
"Core","F",63.6968616066167
"Core","F",66.1536145370072
"Pre-prep","F",64.4481208201969
"Prep","F",51.6566140549217
"Core","F",58.6510375173029
"Core","F",59.0592305835254
"Prep","F",57.1819330787373
"Prep","F",62.4822481635281
"Core","F",56.5399351646908
"Core","F",60.9575331927763
"Core","F",55.3652687278041
"Pre-prep","F",62.6090513542059
"Core","F",66.7412020082897
"Pre-prep","F",60.2821723918781
"Core","F",57.3237089379106
"Core","F",55.7331595807096
"Prep","F",58.0574188039243
"Pre-prep","F",54.2190292066076
"Core","F",72.5389770315142
"Core","F",51.4952149973168
"Core","F",51.9178147395071
"Core","F",46.1077145511265
"Core","F",55.9879923988865
"Prep","F",59.6192604898198
"Core","F",59.5039947146462
"Prep","F",60.0842810004815
"Prep","F",55.242710635951
"Pre-prep","F",53.8700129187945
"Core","F",61.5244387838564
"Core","F",53.17895500432
"Pre-prep","F",60.9601597503382
"Pre-prep","F",59.0745344611002
"Core","F",51.7416324509255
"Prep","F",60.5916202998056
"Prep","F",67.1193786468698
"Core","F",65.6637140274629
"Core","F",55.6234788912207
"Core","F",62.1040390298065
"Core","F",63.6472507768163
"Pre-prep","F",68.0520721422797
"Pre-prep","F",60.1534194246153
"Prep","F",65.3630321665339
"Core","F",60.9102880091013
"Core","F",60.8149513783169
"Core","F",68.1432535996573
"Core","F",65.0032298560773
"Core","F",59.7338639136705
"Prep","F",57.1657211631633
"Prep","F",61.2739438412728
"Core","F",68.545144834468
"Core","F",60.3345156973305
"Prep","F",55.1841091688053
"Pre-prep","F",59.2982956676598
"Prep","F",69.7807069624504
"Core","F",62.5554080694428
"Core","F",63.8822109088078
"Core","F",56.8501986025095
"Pre-prep","F",58.9745253766465
"Pre-prep","F",64.7916919058184
"Prep","F",57.6043987302056
"Core","F",63.1396601602334
"Core","F",65.0418107678287
"Core","F",56.5688037268816
"Core","F",63.8772642593664
"Core","F",62.1049429731113
"Prep","F",56.6886470997715
"Core","F",67.2685590388069
"Core","F",59.0917401571058
"Prep","F",63.3953466580569
"Pre-prep","F",57.8730961612865
"Core","F",61.8512184400287
"Pre-prep","F",48.6164539830566
"Prep","F",60.2091043862053
"Pre-prep","F",63.8008699698439
"Pre-prep","F",56.5221745029843
"Core","F",55.393015906567
"Prep","F",54.1717941672147
"Pre-prep","F",68.7713917021104
"Prep","F",64.6730728953168
"Pre-prep","F",64.1384411527139
"Core","F",53.323344374363
"Prep","F",58.6667840597721
"Pre-prep","F",55.4215830222097
"Core","F",60.2380229256709
"Core","F",59.5564571642913
"Core","F",51.5088601008602
"Pre-prep","F",55.3482743576353
"Core","F",56.5852963224586
"Prep","F",57.8758062344419
"Prep","F",61.8079228724531
"Core","F",55.7060062987056
"Core","F",62.4708568425727
